1000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,586253.31,500000.00,387116.30,1200142.66,10966983.09,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1086646.61,287899.90,524244.64,4000000.00,0.00,10966983.09
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2060220.15,6563853.28,1475615.22,859042.85,284037.40,5912265.19,0.00,4000000.00,1200142.66
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,723076.67,4819966.44,655343.97,1489253.46,5216079.29,0.00,5912265.19,524244.64,387116.30
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1670502.34,451412.38,194857.01,0.00,2500000.00,0.00,5216079.29,284037.40,287899.90,500000.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2525.37,1063251.15,2250000.00,0.00,2500000.00,1489253.46,859042.85,1086646.61,586253.31
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109170.38,415660.86,1500000.00,779528.16,292071.51,868546.99,1244792.35,0.00,2250000.00,0.00,655343.97,1475615.22,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,782968.27,374152.48,1466547.84,1095350.40,1295597.34,3346639.70,0.00,1244792.35,1063251.15,194857.01,4819966.44,6563853.28,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32702.92,824190.47,0.00,1620258.10,2165942.15,0.00,3346639.70,868546.99,2525.37,451412.38,723076.67,2060220.15,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1500000.00,514523.17,797416.73,1097412.83,0.00,2165942.15,1295597.34,292071.51,0.00,1670502.34,0.00,0.00,0.00,0.00
1000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,249323.40,886528.26,778765.61,250000.00,0.00,1097412.83,1620258.10,1095350.40,779528.16,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,1000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76215.54,756790.65,1256692.69,0.00,250000.00,797416.73,0.00,1466547.84,1500000.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250000.00,0.00,1938197.44,0.00,1256692.69,778765.61,514523.17,824190.47,374152.48,415660.86,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1300527.83,0.00,1938197.44,756790.65,886528.26,1500000.00,32702.92,782968.27,109170.38,0.00,0.00,0.00,0.00,0.00,0.00
